row_id,phrase_score
1067,0.0
1068,0.5071
1069,0.929
1070,-0.6716
1071,0.78
1072,0.5922
1073,0.9803
1074,0.9587
1075,0.0
1076,0.9022
1077,0.978
1078,0.7759
1079,0.2023
1080,0.0
1081,0.0258
1082,0.0258
1083,0.7579
1084,-0.5062
1085,0.0
1086,0.0
1087,-0.7391
1088,-0.34
1089,-0.714
1090,0.7579
1091,-0.9186
1092,-0.6486
1093,-0.2732
1094,-0.6486
1095,-0.6486
1096,-0.8957
1097,-0.8957
1098,-0.9215
1099,-0.9215
1100,-0.34
1101,0.0
1102,0.0
1103,0.0
1104,-0.2732
1105,-0.6486
1106,-0.8687
1107,-0.6908
1108,-0.4767
1109,0.8126
1110,-0.9287
1111,0.802
1112,0.0
1113,0.0
1114,0.8126
1115,0.0
1116,-0.8402
1117,-0.8402
1118,0.9049
1119,0.7903
1120,0.0
1121,-0.7096
1122,0.0
1123,0.0
1124,-0.7548
1125,-0.4581
1126,-0.8625
1127,-0.8625
1128,-0.105
1129,-0.7096
1130,-0.7991
1131,-0.7991
1132,0.926
1133,0.926
1134,0.0
1135,0.0
1136,0.8225
1137,0.5067
1138,0.5067
1139,0.9382
1140,0.9382
1141,-0.9612
1142,-0.9612
1143,0.1531
1144,0.1531
1145,0.6124
1146,0.6124
1147,0.9116
1148,-0.5423
1149,0.979
1150,0.9422
1151,0.8555
1152,0.979
1153,0.979
1154,0.8225
1155,0.917
1156,0.979
1157,0.0
1158,-0.4215
1159,0.9349
1160,0.2472
1161,0.0
1162,0.0
1163,-0.9468
1164,0.8807
1165,0.8807
1166,-0.9161
1167,0.8402
1168,-0.0204
1169,0.6967
1170,0.5975
1171,-0.9442
1172,0.8402
1173,-0.7536
1174,0.9761
1175,0.7783
1176,0.4019
1177,0.9217
1178,0.6369
1179,0.4215
1180,0.7964
1181,0.765
1182,-0.6486
1183,0.9118
1184,0.8271
1185,0.0
1186,0.0
1187,0.8625
1188,0.8271
1189,-0.7106
1190,0.6433
1191,0.8481
1192,0.8807
1193,-0.7968
1194,-0.7579
1195,-0.7579
1196,0.0
1197,0.0
1198,-0.9571
1199,-0.9705
1200,0.5267
1201,0.5267
1202,-0.7096
1203,0.7477
1204,0.3331
1205,0.5951
1206,0.9761
1207,0.9761
1208,0.0
1209,-0.9217
1210,-0.6486
1211,0.0
1212,0.4939
1213,0.9382
1214,0.9382
1215,0.4939
1216,-0.8201
1217,-0.7964
1218,0.9713
1219,0.5106
1220,0.5187
1221,0.9705
1222,0.7184
1223,0.9537
1224,0.9537
1225,-0.6808
1226,0.5574
1227,0.7351
1228,0.529
1229,0.7351
1230,0.984
1231,0.984
1232,-0.3612
1233,-0.3612
1234,0.9941
1235,0.8765
1236,0.8555
1237,0.8555
1238,0.8807
1239,-0.9201
1240,-0.9201
1241,0.2732
1242,0.2732
1243,0.8807
1244,0.0
1245,0.0
1246,0.6705
1247,0.6369
1248,0.7964
1249,0.9274
1250,-0.4804
1251,-0.5859
1252,-0.6966
1253,0.9456
1254,0.802
1255,0.802
1256,0.0
1257,-0.9314
1258,0.9686
1259,-0.8519
1260,0.9195
1261,0.7351
1262,-0.4881
1263,-0.7269
1264,-0.9131
1265,0.0
1266,0.946
1267,0.946
1268,-0.5106
1269,0.93
1270,0.7269
1271,0.0
1272,-0.7184
1273,0.8694
1274,0.7003
1275,-0.9598
1276,-0.4404
1277,0.8694
1278,-0.9081
1279,-0.8422
1280,0.8276
1281,0.7887
1282,-0.8604
1283,-0.879
1284,-0.0557
1285,0.6486
1286,0.6486
1287,-0.9081
1288,0.296
1289,-0.7906
1290,0.0
1291,-0.7579
1292,-0.7579
1293,0.2187
1294,0.2187
1295,0.7351
1296,0.7351
1297,0.2732
1298,0.0
1299,0.0
1300,0.9606
1301,0.0
1302,0.17
1303,0.785
1304,-0.9657
1305,0.5719
1306,-0.802
1307,0.1531
1308,0.8625
1309,-0.9725
1310,-0.9367
1311,-0.9161
1312,-0.9974
1313,0.7579
1314,-0.7988
1315,0.8807
1316,0.8807
1317,0.9658
1318,-0.8625
1319,-0.8625
1320,-0.9643
1321,-0.5719
1322,-0.128
1323,0.9559
1324,0.9559
1325,0.1531
1326,0.1531
1327,0.2263
1328,0.2263
1329,0.6808
1330,-0.9952
1331,-0.9953
1332,-0.9231
1333,0.0
1334,-0.9231
1335,0.9657
1336,0.9657
1337,0.0
1338,0.0
1339,0.0
1340,0.7783
1341,0.7783
1342,-0.9716
1343,0.296
1344,0.296
1345,0.0
1346,0.9001
1347,0.9001
1348,-0.9732
1349,0.9887
1350,0.0
1351,0.0
1352,-0.5719
1353,-0.7579
1354,-0.7579
1355,-0.5719
1356,0.4767
1357,0.4767
1358,0.8748
1359,0.3802
1360,0.0
1361,0.8446
1362,-0.5267
1363,-0.5267
1364,0.7096
1365,0.6462
1366,-0.7269
1367,-0.9517
1368,-0.9517
1369,-0.765
1370,0.9682
1371,0.5267
1372,0.5267
1373,0.9313
1374,0.9565
1375,-0.6808
1376,0.8519
1377,-0.9468
1378,0.1779
1379,0.1779
1380,0.8519
1381,-0.9887
1382,0.0
1383,-0.9538
1384,-0.9538
1385,0.0
1386,-0.9468
1387,0.9762
1388,0.9762
1389,0.0
1390,-0.7351
1391,-0.3291
1392,-0.3291
1393,-0.25
1394,-0.25
1395,0.9819
1396,-0.946
1397,-0.8309
1398,0.0
1399,0.0
1400,-0.9118
1401,0.9067
1402,0.9067
1403,-0.979
1404,-0.4767
1405,-0.8957
1406,-0.8957
1407,-0.979
1408,0.9691
1409,-0.6956
1410,0.7968
1411,0.5057
1412,0.6808
1413,0.9596
1414,0.9755
1415,0.9947
1416,-0.9136
1417,0.9282
1418,0.5719
1419,0.6416
1420,0.8126
1421,-0.8776
1422,0.7725
1423,-0.8126
1424,0.8807
1425,0.9438
1426,-0.0258
1427,0.9167
1428,0.2491
1429,-0.7351
1430,0.8271
1431,0.25
1432,0.25
1433,0.9377
1434,-0.9712
1435,-0.9501
1436,0.8271
1437,0.8834
1438,0.8834
1439,-0.7777
1440,-0.9793
1441,-0.7269
1442,-0.9712
1443,-0.9042
1444,0.9186
1445,-0.8243
1446,0.8798
1447,-0.875
1448,-0.9382
1449,0.7964
1450,-0.9814
1451,-0.9853
1452,0.743
1453,0.9377
1454,0.9377
1455,0.5719
1456,-0.9659
1457,-0.4524
1458,0.8922
1459,-0.9626
1460,-0.9511
1461,-0.5719
1462,0.2769
1463,-0.4291
1464,0.0
1465,0.0
1466,0.5119
1467,0.3612
1468,0.466
1469,0.9712
1470,0.5719
1471,-0.4389
1472,0.7351
1473,0.2732
1474,-0.875
1475,-0.875
1476,-0.9686
1477,0.837
1478,0.7221
1479,-0.9921
1480,-0.9863
1481,-0.9754
1482,-0.8519
1483,-0.9587
1484,0.7184
1485,0.8857
1486,0.9962
1487,0.9224
1488,0.6908
1489,0.9264
1490,0.6407
1491,0.7964
1492,0.8625
1493,0.0
1494,-0.9999
1495,0.0
1496,-0.9997
1497,0.9774
1498,-0.8919
1499,0.0
1500,0.1948
1501,0.7184
1502,-0.2023
1503,-0.8957
1504,0.9525
1505,0.7351
1506,0.7351
1507,0.6124
1508,0.9382
1509,0.9382
1510,0.0
1511,0.9878
1512,0.9905
1513,-0.8779
1514,0.8689
1515,-0.9716
1516,-0.6747
1517,0.7876
1518,-0.8487
1519,-0.8487
1520,-0.9022
1521,0.4168
1522,-0.4215
1523,0.1406
1524,0.9072
1525,-0.4215
1526,-0.7624
1527,-0.7587
1528,0.8653
1529,-0.2155
1530,-0.4118
1531,0.8565
1532,0.2263
1533,0.2263
1534,0.4469
1535,0.0
1536,-0.1575
1537,0.0
1538,0.6478
1539,-0.4168
1540,-0.4168
1541,0.0
1542,0.2607
1543,-0.7587
1544,-0.5423
1545,-0.6486
1546,-0.5719
1547,0.6956
1548,0.0258
1549,0.0258
1550,-0.9553
1551,0.9001
1552,0.8952
1553,0.6478
1554,0.9274
1555,0.7783
1556,0.7783
1557,-0.738
1558,-0.88
1559,0.9705
1560,0.9342
1561,-0.6486
1562,-0.8694
1563,0.0
1564,0.0
1565,0.5668
1566,-0.8176
1567,-0.7964
1568,0.7964
1569,-0.7281
1570,-0.7281
1571,-0.5267
1572,0.9866
1573,0.9852
1574,0.9413
1575,0.0
1576,-0.9132
1577,0.0
1578,0.0
1579,0.9413
1580,0.4019
1581,0.4019
1582,-0.9132
1583,0.198
1584,0.0
1585,0.0
1586,0.0
1587,0.0
1588,0.9405
1589,-0.7832
1590,0.0
1591,0.0
1592,-0.5719
1593,0.7579
1594,-0.7165
1595,-0.8807
1596,-0.9794
1597,-0.8807
1598,0.4588
1599,-0.0809
1600,0.9371
1601,0.9371
1602,-0.393
1603,0.9581
1604,0.0
1605,0.9413
1606,0.9883
1607,0.0
1608,0.9855
1609,0.2969
1610,0.4576
1611,0.9186
1612,0.7579
1613,-0.9171
1614,0.9313
1615,0.5984
1616,0.0
1617,0.6576
1618,0.7168
1619,0.7579
1620,-0.5106
1621,-0.4396
1622,0.9652
1623,0.9413
1624,-0.8519
1625,0.8851
1626,-0.9341
1627,0.0
1628,-0.7003
1629,-0.0772
1630,0.9873
1631,0.9826
1632,-0.9286
1633,-0.6808
1634,-0.9895
1635,0.7579
1636,0.7579
1637,0.3222
1638,0.0387
1639,0.7469
1640,-0.3291
1641,-0.8885
1642,-0.8885
1643,0.128
1644,0.9022
1645,-0.907
1646,0.0
1647,0.0
1648,0.0
1649,0.9868
1650,0.9922
1651,0.0
1652,0.9904
1653,-0.8083
1654,-0.7234
1655,0.6124
1656,0.6124
1657,0.0
1658,0.0
1659,-0.9942
1660,0.4678
1661,-0.9922
1662,-0.9952
1663,-0.9043
1664,0.1531
1665,0.1531
1666,-0.5267
1667,-0.9975
1668,-0.9232
1669,-0.5713
1670,-0.3345
1671,0.7579
1672,-0.2046
1673,-0.2046
1674,0.9965
1675,0.9952
1676,0.7579
1677,0.9934
1678,-0.8625
1679,-0.9081
1680,0.4196
1681,-0.5423
1682,-0.2523
1683,0.9924
1684,-0.9201
1685,0.5719
1686,0.9641
1687,0.994
1688,-0.9321
1689,0.7958
1690,0.4971
1691,0.5423
1692,0.3826
1693,0.9358
1694,0.8782
1695,0.5719
1696,0.9768
1697,0.9889
1698,-0.3182
1699,-0.91
1700,0.1531
1701,-0.5761
1702,-0.9659
1703,-0.8822
1704,0.9656
1705,0.9656
1706,-0.6124
1707,-0.6124
1708,-0.8689
1709,0.0
1710,-0.9743
1711,-0.8756
1712,-0.9793
1713,0.2263
1714,0.5698
1715,-0.9468
1716,-0.9756
1717,0.2023
1718,-0.9431
1719,0.6808
1720,0.5664
1721,0.93
1722,0.25
1723,0.9635
1724,0.9938
1725,0.5719
1726,0.8625
1727,-0.6997
1728,0.0793
1729,0.0
1730,-0.8713
1731,0.34
1732,0.924
1733,0.6908
1734,-0.34
1735,-0.6908
1736,-0.6908
1737,-0.5023
1738,-0.5023
1739,0.0
1740,0.0
1741,0.9201
1742,0.9867
1743,0.0
1744,0.5171
1745,0.7847
1746,0.9914
1747,0.9764
1748,0.0
1749,0.0
1750,-0.5267
1751,-0.3818
1752,0.4215
1753,0.9231
1754,0.9231
1755,0.8516
1756,-0.296
1757,-0.9217
1758,-0.3818
1759,0.9282
1760,0.6808
1761,-0.7469
1762,-0.959
1763,-0.952
1764,0.9903
1765,-0.8402
1766,0.8625
1767,0.8625
1768,-0.8807
1769,0.6848
1770,-0.6369
1771,-0.1326
1772,0.8689
1773,-0.6652
1774,0.8357
1775,-0.9013
1776,-0.6808
1777,0.9639
1778,-0.9735
1779,0.7769
1780,0.9468
1781,0.168
1782,-0.3049
1783,0.802
1784,-0.9606
1785,-0.9637
1786,-0.9758
1787,-0.9819
1788,-0.6486
1789,-0.6486
1790,-0.7096
1791,-0.7096
1792,-0.9413
1793,0.4019
1794,-0.9265
1795,0.3457
1796,0.4019
1797,0.6486
1798,0.8952
1799,0.6124
1800,-0.25
1801,0.9875
1802,-0.9531
1803,0.9948
1804,-0.8844
1805,0.5007
1806,0.9074
1807,-0.9948
1808,0.9858
1809,0.6486
1810,-0.7536
1811,-0.885
1812,-0.2924
1813,0.6249
1814,-0.8118
1815,0.0
1816,0.6124
1817,0.9612
1818,0.9612
1819,0.6486
1820,-0.9584
1821,0.9903
1822,0.9672
1823,0.8081
1824,0.8081
1825,-0.9859
1826,-0.8361
1827,0.0772
1828,0.0772
1829,-0.598
1830,0.9895
1831,-0.2732
1832,0.2263
1833,-0.6808
1834,-0.6808
1835,-0.6808
1836,-0.987
1837,0.8957
1838,-0.9842
1839,0.8271
1840,-0.9771
